wafer_id,die_row,die_col,wafer_old_fail_rate,wafer_old_fail_count,spatial_radial_dist,feature_272,wafer_die_density,feature_480,feature_243,feature_242,feature_33,feature_282,feature_245,wafer_die_count,feature_183,feature_246,feature_284,feature_58,feature_60,feature_109,feature_85,feature_325
W_F_0014,1,15,0.006896982295736964,0.02698860321711602,0.051824942241225906,0.028730802451637807,-0.04783594839587695,-0.012632626444616261,-0.012758022339190971,0.0457798193575881,-0.03582822458399736,0.042483363684262435,0.045484709379842954,-0.010804833994937247,-0.03792702267124703,-0.0061317496774242735,0.014650353463445656,0.016221309509451873,-0.010246894981430155,-0.034217264654137394,0.03371923556007773,-0.006455287472102836
W_F_0014,1,21,0.008705878328538048,0.024543926094339568,0.042581046205057115,-0.01044311892824503,-0.07138425598512382,0.018901668517068083,0.04800103596144091,-0.04450236984079882,0.00364674777600527,-0.004241550164244543,-0.0278119646812005,-0.0054109536383487086,-0.04079670501190317,0.03722912481022797,-0.010851098904549985,0.06538058162438619,-0.007093670956737109,-0.025027412171129266,-0.00244987595207658,0.02830593122512691
W_F_0014,3,10,0.021986106258086613,0.012424186087998279,0.02252362019501032,0.09201549586765405,-0.08055268472070855,0.021985703655009816,0.07450137198252033,-0.027354482875011982,0.07483493962150031,0.06094670719803085,-0.024902909622013365,0.00047862951630876067,-0.051110577893749724,0.026952483390742493,0.040476167128554064,-0.013025516155296396,-0.01397534621192352,-0.021378278150711957,-0.032212013899728706,0.061800496154601196
W_F_0014,3,13,0.015173295428789473,0.013498566987700487,0.025895557876075614,-0.03185876673055775,-0.0473320679722612,-0.012858189535617189,0.06718744706840137,0.02088235491636279,0.03378410128213407,0.07553789820482994,0.04714234783917752,0.0005804785389574912,0.07007267077253959,0.025206587516998898,0.018265866467484095,0.07601672541992245,-0.01808192398624088,0.05424747001030838,0.03819792278736808,0.032308269218169615
W_F_0014,4,16,0.014581879317217624,0.025587199695519453,0.04508080261467708,-0.02872957667201046,-0.06636705316321174,0.05915710136290479,-0.008084327564345534,-0.022115411490619023,0.010460655333733405,0.028579299757780677,0.03331693552120484,-0.020505738336721008,-0.014427599422278333,0.02291903755306897,0.03467852420038812,-0.026739696872943988,-0.029990140366141328,-0.004578223829757891,-0.015177167008868559,0.0538391732701622
W_F_0014,5,7,0.022017401832499978,0.02450243440448136,0.04998880878072278,-0.031196886141070357,-0.059490209615472946,-0.03351738042013919,-0.03161837461978486,-0.036445132446016056,-0.048696403410726,-0.012295300732229278,-0.015116166777781614,-0.004737337566869018,-0.04676872855979401,-0.02396179289455676,-0.032362463930467586,-0.01985996787688995,0.06470995610512197,0.061133676115544086,0.03768130256932257,-0.011953163850264997
W_F_0014,5,13,0.006025777957815356,0.025202804038535902,0.03567867662407894,-0.03952726204582993,-0.05958647716375428,-0.028731981332672102,-0.058074328222630624,-0.01627466433798055,0.001014047163308037,0.03573700474114481,-0.030203129430622474,0.007832009370646167,-0.0156518611618943,0.05046180505820012,-0.010648949456637705,0.06977271977098282,-0.01854379212793387,-0.04683081900863544,-0.02393597207753084,0.03579759850322872
W_F_0014,5,14,0.007915628921871434,0.024411098885442052,0.04177603892235355,-0.03603430466676133,-0.05651708935667181,0.05527903386237615,-0.026951488060242206,-0.031821371467293635,0.021980687897084232,-0.05006301569567375,-0.016995570545997513,-0.011791818182927438,0.0685772039780342,0.011932695575641541,0.029911583799055043,0.04005260128861651,-0.009541566283886596,-0.03769825118387653,-0.023274249931378613,0.01743845810834602
W_F_0014,5,18,0.026653462630765068,0.024834552914900488,0.001974465259622312,-0.030438370560167818,-0.060434499072616416,0.045415181933755135,0.0380904900087523,0.0053013802739728605,0.036281405219889956,0.033628663500097376,-0.03866314659415224,0.0048003163467052875,-0.027011771472567024,0.03970688180815478,0.009101454854481017,-0.027959634320373527,0.03483769786725028,-0.0293001389777743,0.06301345535642619,-0.02208397549939698
W_F_0014,5,25,0.01724061956790084,0.029308883156293066,0.03583359315644767,-0.005524594319984364,-0.030574735460137857,-0.011061710263762625,-0.043011452462042604,-0.023784712348082958,-0.004607467931744813,0.007648854631900363,-0.015568304046266159,-0.012802987879169354,-0.03852897110960966,0.003351064928145015,0.00797775071654268,-0.02289696104365595,0.010683402314726087,-0.03630008876972476,-0.0340297671818875,-0.033942683737509416
